ride_id,customer_id,driver_id,start_location,end_location,city,country,ride_date,ride_time,ride_duration_minutes,fare_amount,ride_distance_miles,payment_method,voucher,rating,ride_hour,gender,created_at,rating_int,cluster
1540.0,4799,533.0,86 Fairview Court,77 Veith Park,Dayuanhuizu,China,2024-03-31,00:32,24.0,85.07,8.5,cash,no_voucher,2.0,,Bigender,3/23/2024,2,1
5561.0,1158,628.0,74526 Forest Run Park,7719 Truax Park,Helsingborg,Sweden,2024-07-30,11:12,114.0,79.36,13.3,credit card,no_voucher,3.0,,Male,02/03/2024,3,1
5427.0,6814,987.0,3 Susan Plaza,7105 Kim Parkway,Stockholm,Sweden,2024-04-11,08:09,27.0,94.79,6.0,mobile wallet,no_voucher,3.0,,Male,12/01/2024,3,2
785.0,457,200.0,508 Columbus Center,22005 Swallow Court,Casa Quemada,Honduras,2024-03-12,05:07,20.0,16.93,14.3,mobile wallet,no_voucher,5.0,,Female,9/14/2024,5,0
2770.0,2764,395.0,032 Raven Trail,65296 Reindahl Plaza,Kukichūō,Japan,2024-10-24,18:55,113.0,36.69,9.2,mobile wallet,no_voucher,3.0,,Male,11/03/2024,3,4
9167.0,7230,988.0,93018 Monument Road,25535 Menomonie Center,Eyvān,Iran,2024-02-23,00:03,76.0,14.76,8.9,cash,no_voucher,5.0,,Female,5/13/2024,5,6
2059.0,2781,738.0,9 Pearson Point,86252 Kings Place,Labrador,Philippines,2024-10-17,12:47,80.0,48.16,13.7,credit card,456JKL,3.0,,Female,02/05/2024,3,1
6204.0,1802,915.0,02 Barnett Junction,77 Lyons Drive,Almaguer,Colombia,2024-06-21,04:03,87.0,10.22,17.8,cash,no_voucher,2.0,,Male,09/07/2024,2,4
1290.0,455,957.0,50 Logan Point,3555 Summit Center,Nangen,South Korea,2024-01-05,07:10,14.0,89.49,5.8,mobile wallet,no_voucher,5.0,,Female,4/16/2024,5,2
8347.0,2875,489.0,133 Judy Road,5903 Hoffman Place,Kanoni,Uganda,2024-10-01,21:02,87.0,10.38,10.1,credit card,no_voucher,3.0,,Agender,10/22/2024,3,3
4535.0,3780,309.0,48799 Kenwood Center,069 Messerschmidt Pass,Akráta,Greece,2024-12-20,08:14,8.0,94.42,6.9,credit card,PQR123,4.0,,Male,07/10/2024,4,2
5376.0,2597,555.0,52354 Oriole Center,744 Mandrake Hill,Zverevo,Russia,2024-06-09,02:08,10.0,55.11,0.7,credit card,no_voucher,3.0,,Female,5/17/2024,3,2
1933.0,7735,146.0,0 Northwestern Place,769 Crownhardt Place,Neyrīz,Iran,2024-09-07,14:02,23.0,25.43,15.6,mobile wallet,no_voucher,3.0,,Female,08/09/2024,3,0
1403.0,4658,696.0,87318 Old Shore Way,22329 Blue Bill Park Trail,Baborów,Poland,2024-03-22,04:54,108.0,94.86,5.0,mobile wallet,MNO789,5.0,,Male,5/24/2024,5,7
8636.0,10887,392.0,82 Monica Lane,6703 Lukken Circle,Keroak,Indonesia,2024-03-26,16:45,11.0,95.64,0.5,credit card,no_voucher,3.0,,Genderqueer,8/16/2024,3,2
6777.0,10232,132.0,57811 Hollow Ridge Alley,7 Derek Park,Ayní,Tajikistan,2024-04-26,12:41,71.0,82.86,10.3,mobile wallet,no_voucher,3.0,,Male,11/23/2024,3,1
4742.0,5461,365.0,303 Buell Terrace,9 Acker Street,Saginaw,United States,2024-11-26,14:41,90.0,13.74,19.9,credit card,no_voucher,5.0,,Male,01/02/2025,5,4
1175.0,3062,318.0,28340 American Ash Hill,0755 Hoard Way,Inazawa,Japan,2024-01-05,15:51,67.0,17.03,12.0,credit card,PQR123,2.0,,Female,4/30/2024,2,3
9039.0,9096,728.0,05 Memorial Lane,800 Hansons Drive,Hucheng,China,2024-06-18,03:57,50.0,11.64,7.4,mobile wallet,no_voucher,5.0,,Female,12/15/2024,5,6
413.0,7837,204.0,0 Morrow Pass,580 Farwell Parkway,Wu’erqihan,China,2024-01-24,01:25,63.0,18.79,9.4,credit card,no_voucher,4.0,,Male,6/25/2024,4,6
560.0,532,383.0,4 Portage Pass,168 Portage Street,Mangere,New Zealand,2024-11-06,17:12,53.0,44.75,1.5,credit card,no_voucher,4.0,,Agender,8/13/2024,4,6
4063.0,9836,115.0,585 Briar Crest Center,473 Farmco Street,Tanumshede,Sweden,2024-06-23,08:07,119.0,73.5,5.6,credit card,no_voucher,3.0,,Bigender,11/26/2024,3,7
6033.0,1975,465.0,924 Pierstorff Terrace,223 Oneill Alley,Dushi,China,2024-12-31,23:32,35.0,39.74,13.2,cash,no_voucher,3.0,,Male,11/18/2024,3,0
1394.0,9348,799.0,7886 Buena Vista Pass,3 Quincy Court,Slobodskoy,Russia,2024-05-19,14:43,13.0,49.84,19.6,credit card,789GHI,5.0,,Non-binary,08/03/2024,5,0
6148.0,7099,135.0,98 Warner Pass,5313 Oneill Drive,Limón,Costa Rica,2024-01-18,15:12,14.0,83.54,14.0,credit card,PQR123,4.0,,Male,05/09/2024,4,2
7556.0,8041,415.0,2 West Alley,1724 Orin Pass,Panao,Peru,2024-06-29,15:40,27.0,53.85,7.9,mobile wallet,STU456,5.0,,Genderfluid,12/07/2024,5,2
5307.0,7926,475.0,2 New Castle Plaza,4 Blaine Plaza,Denver,United States,2024-07-29,14:12,29.0,55.93,5.3,cash,MNO789,4.0,,Male,7/31/2024,4,2
5994.0,6125,240.0,31069 Brown Terrace,510 Kropf Lane,Czarnocin,Poland,2024-11-21,18:23,65.0,36.7,15.3,mobile wallet,STU456,4.0,,Male,11/07/2024,4,4
2233.0,2382,885.0,2 Mccormick Trail,762 Weeping Birch Avenue,Orlovo,Russia,2024-01-30,00:52,18.0,84.32,17.9,mobile wallet,no_voucher,4.0,,Non-binary,09/11/2024,4,5
1072.0,8858,193.0,11 Mariners Cove Place,09537 Northview Terrace,Carnaxide,Portugal,2024-06-29,06:19,80.0,15.18,16.4,mobile wallet,no_voucher,4.0,,Male,10/19/2024,4,4
851.0,3058,497.0,010 Birchwood Court,354 Vidon Hill,Liancheng,China,2024-04-16,16:11,7.0,28.84,16.7,mobile wallet,MNO789,5.0,,Genderqueer,9/29/2024,5,0
8629.0,8508,807.0,1 Golf View Circle,088 Starling Point,Qiaozhen,China,2024-08-11,15:20,78.0,19.87,4.7,mobile wallet,PQR123,3.0,,Female,11/14/2024,3,3
6595.0,10877,97.0,47893 Sloan Road,468 Manley Pass,Belogorsk,Russia,2024-10-27,09:23,103.0,11.25,6.4,credit card,no_voucher,5.0,,Male,03/02/2024,5,6
8830.0,3738,667.0,965 Clyde Gallagher Road,92856 Sunfield Place,La Estancia,Honduras,2024-07-05,02:42,108.0,94.43,2.6,mobile wallet,no_voucher,4.0,,Female,3/26/2024,4,7
189.0,6647,90.0,016 Maple Terrace,9015 Garrison Center,Bachuan,China,2024-10-28,21:38,90.0,94.96,11.0,mobile wallet,no_voucher,5.0,,Male,5/20/2024,5,5
8840.0,3150,417.0,51647 Eggendart Alley,2 Steensland Circle,Karangsembung,Indonesia,2024-03-22,04:58,57.0,91.08,3.6,credit card,STU456,5.0,,Male,12/05/2024,5,2
9290.0,6640,881.0,3591 Holmberg Point,1999 Jenna Junction,Masachapa,Nicaragua,2024-08-18,05:52,13.0,7.86,16.7,cash,MNO789,4.0,,Female,5/17/2024,4,0
438.0,8639,619.0,20 Brentwood Place,9460 Dapin Pass,Sîr ed Danniyé,Lebanon,2024-08-08,06:01,82.0,18.21,19.3,credit card,no_voucher,3.0,,Female,7/22/2024,3,4
5109.0,11000,2.0,37 Montana Hill,80 Larry Plaza,Farnham,Canada,2024-03-22,02:23,37.0,10.66,10.8,mobile wallet,no_voucher,4.0,,Female,1/13/2024,4,0
1117.0,7201,990.0,616 Larry Way,2 Transport Circle,Sandaohezi,China,2024-08-27,22:28,113.0,7.69,17.7,credit card,no_voucher,4.0,,Male,09/07/2024,4,4
3218.0,3068,307.0,90715 Sunbrook Point,8149 Stoughton Avenue,Zeleneč,Czech Republic,2024-11-09,02:23,18.0,98.07,14.0,credit card,STU456,3.0,,Genderqueer,1/24/2024,3,1
5185.0,3604,507.0,62463 Sheridan Park,53136 Shelley Park,Altos,Paraguay,2024-07-28,01:26,81.0,20.61,13.3,credit card,456JKL,5.0,,Male,10/27/2024,5,4
991.0,8702,796.0,5587 Delladonna Pass,9034 Lake View Trail,São João dos Inhamuns,Brazil,2024-08-27,10:33,7.0,61.28,12.7,mobile wallet,STU456,5.0,,Male,12/10/2024,5,0
2201.0,8099,377.0,862 Pawling Drive,8911 Schmedeman Park,Pasarkolot,Indonesia,2024-07-11,03:58,39.0,68.96,7.0,mobile wallet,STU456,5.0,,Bigender,11/27/2024,5,2
4241.0,4489,866.0,487 Blaine Junction,804 3rd Junction,Perstorp,Sweden,2024-01-31,15:46,35.0,18.13,4.7,credit card,no_voucher,4.0,,Male,03/10/2024,4,6
5109.0,3549,758.0,50 Mesta Court,19748 Farragut Road,Krásná Hora nad Vltavou,Czech Republic,2024-08-19,15:06,71.0,30.96,16.1,mobile wallet,no_voucher,5.0,,Female,03/12/2024,5,4
1373.0,2440,658.0,0 Pond Terrace,205 Becker Road,Gorzkowice,Poland,2024-01-26,05:06,48.0,11.03,18.4,credit card,no_voucher,3.0,,Male,09/06/2024,3,0
2144.0,3210,783.0,1 Orin Parkway,2 Longview Crossing,Ararat,Armenia,2024-12-13,11:35,46.0,93.72,18.6,cash,no_voucher,5.0,,Male,8/31/2024,5,5
4942.0,8956,790.0,78499 Schurz Parkway,56953 Shoshone Avenue,Daruoyan,China,2024-06-13,07:14,86.0,81.34,9.0,mobile wallet,no_voucher,4.0,,Female,05/02/2024,4,7
1109.0,8086,308.0,665 Summit Crossing,6 Clarendon Road,Pedro Miguel,Portugal,2024-04-28,03:50,27.0,11.71,1.9,credit card,no_voucher,5.0,,Female,9/22/2024,5,6
5135.0,5237,827.0,06217 Park Meadow Court,8 Loftsgordon Alley,Bearna,Ireland,2024-11-17,15:10,28.0,94.07,9.2,credit card,no_voucher,3.0,,Female,06/06/2024,3,2
1526.0,4193,834.0,6733 Lake View Pass,763 Bonner Pass,Deir Ḥannā,Israel,2024-03-13,17:05,42.0,37.11,8.3,cash,no_voucher,3.0,,Female,9/20/2024,3,3
9411.0,9778,499.0,66857 Fordem Drive,6 Ramsey Alley,Dal’neye Konstantinovo,Russia,2024-11-26,05:16,113.0,60.98,3.0,mobile wallet,XYZ456,5.0,,Polygender,7/24/2024,5,7
157.0,927,950.0,965 Bultman Way,6674 Maywood Avenue,Lau,Nigeria,2024-07-02,19:18,28.0,76.46,10.8,cash,no_voucher,5.0,,Female,5/23/2024,5,2
6319.0,6224,762.0,5201 Village Green Circle,89022 Oak Center,Cochabamba,Peru,2024-07-19,23:14,81.0,82.16,12.7,cash,STU456,4.0,,Male,9/17/2024,4,5
7452.0,1172,328.0,6119 Caliangt Junction,1 Glacier Hill Hill,Bentar Girang,Indonesia,2024-06-13,19:51,104.0,86.53,15.8,credit card,123DEF,4.0,,Female,4/29/2024,4,5
8307.0,7726,229.0,4594 Nobel Pass,8 Grover Crossing,Staryy Krym,Ukraine,2024-05-23,19:20,53.0,77.72,15.2,credit card,no_voucher,3.0,,Female,5/13/2024,3,1
5462.0,5004,147.0,1905 Lighthouse Bay Parkway,24417 Valley Edge Terrace,Telangi Satu,Indonesia,2024-11-07,18:14,94.0,23.25,4.1,credit card,no_voucher,5.0,,Polygender,12/11/2024,5,6
6644.0,10800,269.0,913 Twin Pines Way,968 Emmet Way,Jixian,China,2024-06-30,23:29,62.0,29.98,2.1,mobile wallet,123DEF,3.0,,Female,6/22/2024,3,3
7173.0,3369,309.0,8 Crowley Junction,388 Bluejay Court,Noşratābād,Iran,2024-07-20,05:08,73.0,71.75,20.0,mobile wallet,no_voucher,5.0,,Agender,9/20/2024,5,5
4499.0,513,889.0,97 Grayhawk Hill,19938 Lake View Avenue,Taimaman,Indonesia,2024-03-25,05:21,118.0,57.74,5.5,cash,no_voucher,3.0,,Male,11/21/2024,3,7
275.0,8472,485.0,34 Spohn Road,5496 Corry Parkway,Vlorë,Albania,2024-05-23,19:05,91.0,60.83,13.3,cash,MNO789,4.0,,Female,3/20/2024,4,5
2888.0,10413,731.0,04 Luster Plaza,70 Service Drive,Chengqu,China,2024-12-19,05:33,88.0,82.17,7.8,cash,no_voucher,4.0,,Female,7/23/2024,4,7
6390.0,7174,829.0,7 Bunting Trail,9455 Ronald Regan Way,Buan,Philippines,2024-12-19,07:07,34.0,77.94,14.1,mobile wallet,no_voucher,5.0,,Genderqueer,10/14/2024,5,5
2567.0,8037,551.0,779 Melrose Alley,5762 Garrison Junction,Concepción Tutuapa,Guatemala,2024-10-23,18:27,42.0,83.22,4.7,cash,789VWX,4.0,,Female,9/14/2024,4,2
3641.0,4197,769.0,12 Bunker Hill Alley,782 Service Pass,Villa Carlos Paz,Argentina,2024-05-09,05:32,85.0,89.85,15.3,mobile wallet,no_voucher,4.0,,Male,10/07/2024,4,5
6993.0,7089,301.0,150 Pawling Avenue,58257 Clyde Gallagher Junction,Valdosta,United States,2024-09-09,12:41,44.0,36.33,11.8,cash,no_voucher,5.0,,Female,7/16/2024,5,0
4.0,7465,384.0,3356 Mallory Terrace,38 Twin Pines Lane,Banjar Tengah,Indonesia,2024-10-22,14:41,24.0,53.09,13.7,mobile wallet,no_voucher,3.0,,Male,09/07/2024,3,1
3992.0,6262,435.0,130 Stuart Point,75103 Valley Edge Trail,La Maná,Ecuador,2024-07-31,19:24,51.0,76.55,13.3,cash,789GHI,5.0,,Female,10/29/2024,5,5
4462.0,7990,296.0,5 Ridgeview Street,0315 Eagle Crest Court,Al Fūlah,Sudan,2024-05-29,06:22,75.0,68.05,18.0,cash,123DEF,2.0,,Male,5/25/2024,2,1
3146.0,8854,157.0,6 Glendale Park,29 Randy Place,Barengkok,Indonesia,2024-01-24,14:36,90.0,17.92,7.6,cash,no_voucher,4.0,,Male,03/11/2024,4,6
597.0,9330,987.0,13 Monterey Trail,8 Fairfield Pass,Kitale,Kenya,2024-12-30,05:15,115.0,56.57,5.6,credit card,no_voucher,2.0,,Female,01/12/2024,2,3
534.0,10172,134.0,186 Springs Junction,70 Twin Pines Park,Kaura Namoda,Nigeria,2024-01-12,00:20,86.0,79.79,9.5,cash,no_voucher,5.0,,Female,2/20/2024,5,7
9938.0,4861,864.0,3020 Sloan Pass,62758 Laurel Pass,Tiyuguan,China,2024-07-02,15:03,103.0,13.56,11.5,cash,no_voucher,4.0,,Male,8/14/2024,4,4
9251.0,10283,511.0,1 Mariners Cove Terrace,48 Clarendon Hill,Wręczyca Wielka,Poland,2024-09-19,23:53,68.0,27.38,9.9,credit card,no_voucher,5.0,,Female,11/25/2024,5,6
6118.0,7572,764.0,8383 Talisman Terrace,75712 Oak Park,Kasamatsuchō,Japan,2024-10-05,22:49,70.0,53.54,18.0,credit card,no_voucher,4.0,,Female,5/24/2024,4,5
5802.0,10611,470.0,68174 Rowland Alley,77 Sloan Circle,Sijiqing,China,2024-05-25,14:29,21.0,41.76,9.2,cash,no_voucher,3.0,,Female,08/10/2024,3,3
5924.0,4939,138.0,68376 Fairfield Plaza,3987 Summer Ridge Pass,Praga Północ,Poland,2024-07-16,01:28,57.0,18.25,15.9,mobile wallet,MNO789,4.0,,Female,3/17/2024,4,0
540.0,4240,612.0,12572 Northwestern Crossing,74933 Pine View Point,Paritjunus,Indonesia,2024-04-01,08:47,79.0,73.74,19.8,mobile wallet,no_voucher,4.0,,Female,07/01/2024,4,5
4943.0,2850,573.0,378 Maryland Point,5 Dottie Center,Ząbkowice Śląskie,Poland,2024-06-22,22:52,33.0,45.28,5.7,mobile wallet,no_voucher,4.0,,Male,3/25/2024,4,2
9813.0,45,742.0,6 Morning Crossing,5 Kim Crossing,Hepu,China,2024-06-12,06:08,80.0,69.79,15.8,mobile wallet,MNO789,4.0,,Female,7/16/2024,4,5
6837.0,4698,155.0,9 Packers Avenue,418 Kinsman Terrace,Trnovska Vas,Slovenia,2024-08-23,17:56,82.0,20.17,10.1,mobile wallet,789GHI,5.0,,Female,8/13/2024,5,6
8061.0,8174,216.0,242 Warner Park,11 Lakeland Place,Geputan,China,2024-06-12,00:57,63.0,30.47,4.8,cash,PQR123,3.0,,Female,5/17/2024,3,3
7629.0,6352,833.0,44 Golf Course Crossing,5631 Buell Terrace,Tongzi,China,2024-07-29,08:08,93.0,84.97,14.8,mobile wallet,STU456,4.0,,Male,03/01/2024,4,5
3141.0,7236,1000.0,13 La Follette Street,03 Scoville Park,Bartsrashen,Armenia,2024-04-06,08:31,90.0,36.13,2.3,mobile wallet,PQR123,5.0,,Male,11/20/2024,5,6
1219.0,1735,765.0,0240 Annamark Terrace,8686 Northfield Road,Niedźwiedź,Poland,2024-02-12,15:46,68.0,89.89,18.9,mobile wallet,ABC123,2.0,,Female,08/09/2024,2,1
492.0,5144,734.0,5287 Warner Center,9233 Ridge Oak Circle,Mancilang,Philippines,2024-10-29,14:37,53.0,29.64,1.8,cash,no_voucher,4.0,,Male,12/11/2024,4,6
7378.0,2858,796.0,2 Eliot Court,520 Dawn Terrace,Cigaleuh Kulon,Indonesia,2025-01-04,20:01,84.0,30.09,2.3,cash,no_voucher,3.0,,Male,4/14/2024,3,3
357.0,4967,345.0,8 Riverside Drive,200 John Wall Terrace,Kołaczyce,Poland,2024-05-13,15:50,118.0,40.71,5.7,cash,789VWX,4.0,,Male,7/30/2024,4,7
5840.0,4821,94.0,94166 Katie Court,91257 Birchwood Alley,Oslo,Norway,2024-12-04,07:10,60.0,71.58,7.5,mobile wallet,no_voucher,3.0,,Male,03/03/2024,3,1
3364.0,7528,967.0,296 Butterfield Point,5 Waywood Court,Västerås,Sweden,2024-09-16,06:39,88.0,35.79,3.2,mobile wallet,no_voucher,3.0,,Female,05/05/2024,3,3
5472.0,2388,986.0,36176 Warner Center,5924 Golden Leaf Point,Raydah,Yemen,2024-03-30,06:49,17.0,15.95,14.3,mobile wallet,456JKL,3.0,,Male,2/23/2024,3,0
3939.0,9303,35.0,7649 Armistice Circle,56661 Porter Place,Gifu-shi,Japan,2024-12-16,18:21,65.0,21.66,7.9,mobile wallet,STU456,5.0,,Female,4/29/2024,5,6
3317.0,2722,907.0,23253 Corben Road,45 Grim Trail,Rouen,France,2024-01-03,19:27,65.0,56.65,4.6,mobile wallet,no_voucher,4.0,,Female,02/12/2024,4,7
240.0,1565,128.0,9 Bartelt Crossing,5 Pennsylvania Pass,Curahuasi,Peru,2024-01-31,02:39,70.0,16.52,17.7,mobile wallet,no_voucher,5.0,,Female,3/26/2024,5,4
1426.0,3239,507.0,7 Columbus Place,31 Banding Point,Pivijay,Colombia,2024-08-01,23:10,56.0,47.15,10.4,credit card,no_voucher,4.0,,Polygender,10/01/2024,4,0
2096.0,3451,602.0,009 Fremont Lane,5587 Norway Maple Junction,Mentaras,Indonesia,2024-03-03,00:39,71.0,76.72,18.4,cash,no_voucher,4.0,,Female,12/20/2024,4,5
6311.0,8639,776.0,26 Monument Court,240 Cambridge Terrace,Moengo,Suriname,2024-09-01,23:43,109.0,31.68,8.3,mobile wallet,no_voucher,4.0,,Female,7/22/2024,4,4
3689.0,713,322.0,439 Debra Hill,12 Arrowood Lane,Kharlu,Russia,2024-04-07,09:55,24.0,76.68,13.8,cash,YZA123,3.0,,Female,11/10/2024,3,1
8231.0,4921,996.0,682 Morrow Hill,8540 Daystar Terrace,Malangabang,Philippines,2024-02-25,07:29,80.0,65.08,4.5,credit card,789VWX,4.0,,Female,1/20/2024,4,7
4937.0,2761,617.0,50470 Stang Circle,796 1st Crossing,Mala Danylivka,Ukraine,2024-11-26,10:26,77.0,21.03,4.6,credit card,no_voucher,2.0,,Male,12/20/2024,2,3
8129.0,6117,135.0,75 Hoffman Avenue,20 Summerview Court,Iúna,Brazil,2024-09-30,13:00,20.0,21.15,14.9,cash,no_voucher,3.0,,Female,1/24/2024,3,0
2859.0,9407,359.0,89 Badeau Parkway,1585 Kingsford Court,São Caetano do Sul,Brazil,2024-05-31,02:29,108.0,96.16,11.4,mobile wallet,no_voucher,4.0,,Male,8/27/2024,4,7
688.0,10357,249.0,85862 Burrows Drive,141 Cardinal Crossing,Wangqu,China,2024-03-21,12:20,66.0,67.0,6.2,cash,123DEF,5.0,,Female,3/28/2024,5,7
1145.0,311,545.0,7 Utah Road,2 Paget Lane,Zhengcun,China,2024-06-10,14:00,25.0,69.23,19.5,credit card,no_voucher,4.0,,Female,10/27/2024,4,0
3285.0,2363,545.0,513 Schiller Street,0 Sauthoff Circle,Chexi,China,2024-11-10,14:24,91.0,82.46,2.3,cash,no_voucher,3.0,,Male,3/21/2024,3,7
3806.0,3699,364.0,2091 Paget Alley,85996 Carioca Way,Melioratyvne,Ukraine,2024-04-22,17:59,13.0,26.53,18.1,credit card,no_voucher,4.0,,Male,10/12/2024,4,0
4751.0,2181,595.0,237 Farragut Junction,43160 Valley Edge Place,Savanna-la-Mar,Jamaica,2024-11-02,02:07,66.0,19.76,17.3,mobile wallet,no_voucher,4.0,,Genderfluid,08/10/2024,4,4
3014.0,9450,513.0,78 Hooker Court,33501 Mayer Street,Gaula,Portugal,2024-11-04,05:08,81.0,84.77,0.6,mobile wallet,456JKL,3.0,,Female,01/07/2025,3,7
6367.0,9665,808.0,376 Blaine Street,2 Sloan Plaza,Brooklyn,New Zealand,2024-08-20,23:16,105.0,96.69,11.5,credit card,no_voucher,3.0,,Female,7/26/2024,3,1
4731.0,1165,937.0,25906 Granby Alley,97 Mayfield Pass,Tshela,Democratic Republic of the Congo,2024-05-27,01:45,47.0,20.29,2.6,cash,no_voucher,4.0,,Male,08/06/2024,4,6
3107.0,7731,336.0,1645 Gale Center,5657 Weeping Birch Crossing,Shiquanhe,China,2024-04-23,20:35,32.0,36.07,13.8,cash,789GHI,5.0,,Male,04/03/2024,5,0
6400.0,7705,434.0,86838 Troy Pass,30 Norway Maple Plaza,Barra dos Coqueiros,Brazil,2024-11-10,18:33,41.0,92.44,15.7,mobile wallet,123DEF,3.0,,Male,04/06/2024,3,1
1040.0,4475,110.0,43672 Clarendon Hill,9928 Butterfield Place,Ekibastuz,Kazakhstan,2024-06-29,10:45,40.0,72.7,13.1,credit card,no_voucher,5.0,,Female,1/18/2024,5,5
8159.0,3656,868.0,420 Roxbury Street,88 Buena Vista Point,Flin Flon,Canada,2024-12-27,22:27,74.0,53.12,6.9,credit card,PQR123,2.0,,Male,11/15/2024,2,3
3296.0,10468,845.0,785 American Ash Way,40762 Sunbrook Trail,Villa Bisonó,Dominican Republic,2024-10-05,19:07,31.0,42.68,6.2,credit card,no_voucher,4.0,,Genderqueer,11/14/2024,4,6
5695.0,8347,787.0,1 Hooker Drive,40052 South Circle,Petaling Jaya,Malaysia,2024-09-03,19:40,85.0,20.92,9.7,cash,no_voucher,4.0,,Male,3/14/2024,4,4
1740.0,4613,510.0,4034 Katie Center,5850 Sherman Trail,Liudu,China,2024-04-08,09:25,106.0,20.36,3.2,cash,MNO789,2.0,,Female,12/30/2024,2,3
3187.0,10680,165.0,0 Prairie Rose Terrace,25 Kenwood Court,Sokolov,Czech Republic,2024-11-15,06:24,62.0,36.91,12.5,credit card,no_voucher,5.0,,Female,5/31/2024,5,0
